;id;org:resource;concept:name;time:timestamp;org:role;case:Permit travel permit number;case:Task;case:OrganizationalEntity;case:RequestedAmount;case:Activity;case:Permit TaskNumber;case:Permit BudgetNumber;case:Permit ProjectNumber;case:Project;case:concept:name;case:Permit OrganizationalEntity;case:Permit RequestedBudget;case:Cost Type;case:Permit id;case:Permit ActivityNumber;case:RfpNumber;object:name;action:name;action:status;org:actor:name;org:actor:name:a
1688;st_step 20190_0;STAFF MEMBER;Request For Payment REJECTED by SUPERVISOR;2018-07-24 08:34:22+02:00;SUPERVISOR;travel permit number 20177;task 20180;organizational unit 65461;749.160792433281;activity 505;task 427;budget 829;project 4183;project 503;request for payment 20178;organizational unit 65456;3037.1383477024906;0;travel permit 20176;UNKNOWN;request for payment number 20179; request for payment; rejected;; supervisor, supervisor;, STAFF MEMBER
1689;st_step 20184_0;STAFF MEMBER;Permit FINAL_APPROVED by DIRECTOR;2018-07-25 14:18:18+02:00;DIRECTOR;travel permit number 20177;task 20180;organizational unit 65461;749.160792433281;activity 505;task 427;budget 829;project 4183;project 503;request for payment 20178;organizational unit 65456;3037.1383477024906;0;travel permit 20176;UNKNOWN;request for payment number 20179; permit; approved; final; director, director;, STAFF MEMBER
1690;st_step 20188_0;STAFF MEMBER;Request For Payment REJECTED by EMPLOYEE;2018-07-25 14:20:29+02:00;EMPLOYEE;travel permit number 20177;task 20180;organizational unit 65461;749.160792433281;activity 505;task 427;budget 829;project 4183;project 503;request for payment 20178;organizational unit 65456;3037.1383477024906;0;travel permit 20176;UNKNOWN;request for payment number 20179; request for payment, employee; rejected;; employee;, STAFF MEMBER
1691;st_step 20185_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-08-02 15:38:19+02:00;EMPLOYEE;travel permit number 20177;task 20180;organizational unit 65461;749.160792433281;activity 505;task 427;budget 829;project 4183;project 503;request for payment 20178;organizational unit 65456;3037.1383477024906;0;travel permit 20176;UNKNOWN;request for payment number 20179; request for payment, employee; submitted;; employee;, STAFF MEMBER
1692;st_step 20187_0;STAFF MEMBER;Request For Payment APPROVED by ADMINISTRATION;2018-08-02 15:38:31+02:00;ADMINISTRATION;travel permit number 20177;task 20180;organizational unit 65461;749.160792433281;activity 505;task 427;budget 829;project 4183;project 503;request for payment 20178;organizational unit 65456;3037.1383477024906;0;travel permit 20176;UNKNOWN;request for payment number 20179; request for payment; approved;; administration, administration;, STAFF MEMBER
1693;st_step 20186_0;STAFF MEMBER;Request For Payment FINAL_APPROVED by SUPERVISOR;2018-08-09 10:36:16+02:00;SUPERVISOR;travel permit number 20177;task 20180;organizational unit 65461;749.160792433281;activity 505;task 427;budget 829;project 4183;project 503;request for payment 20178;organizational unit 65456;3037.1383477024906;0;travel permit 20176;UNKNOWN;request for payment number 20179; request for payment; approved; final; supervisor, supervisor;, STAFF MEMBER
1694;rp_request for payment 20178_15;SYSTEM;Request Payment;2018-08-09 12:56:03+02:00;UNDEFINED;travel permit number 20177;task 20180;organizational unit 65461;749.160792433281;activity 505;task 427;budget 829;project 4183;project 503;request for payment 20178;organizational unit 65456;3037.1383477024906;0;travel permit 20176;UNKNOWN;request for payment number 20179; payment; request;;;, SYSTEM
1695;rp_request for payment 20178_16;SYSTEM;Payment Handled;2018-08-13 17:31:12+02:00;UNDEFINED;travel permit number 20177;task 20180;organizational unit 65461;749.160792433281;activity 505;task 427;budget 829;project 4183;project 503;request for payment 20178;organizational unit 65456;3037.1383477024906;0;travel permit 20176;UNKNOWN;request for payment number 20179; payment; handled;;;, SYSTEM
1696;st_step 59191_0;STAFF MEMBER;Permit SUBMITTED by EMPLOYEE;2018-07-24 15:25:57+02:00;EMPLOYEE;travel permit number 59186;UNKNOWN;organizational unit 65469;1288.3834696574447;UNKNOWN;UNKNOWN;budget 1755;UNKNOWN;project 503;request for payment 59187;organizational unit 65454;2217.5274865016263;0;travel permit 59185;UNKNOWN;request for payment number 59188; permit, employee; submitted;; employee;, STAFF MEMBER
1697;st_step 59194_0;STAFF MEMBER;Permit APPROVED by ADMINISTRATION;2018-07-24 15:26:01+02:00;ADMINISTRATION;travel permit number 59186;UNKNOWN;organizational unit 65469;1288.3834696574447;UNKNOWN;UNKNOWN;budget 1755;UNKNOWN;project 503;request for payment 59187;organizational unit 65454;2217.5274865016263;0;travel permit 59185;UNKNOWN;request for payment number 59188; permit; approved;; administration, administration;, STAFF MEMBER
1698;st_step 59192_0;STAFF MEMBER;Permit APPROVED by BUDGET OWNER;2018-07-24 15:37:30+02:00;BUDGET OWNER;travel permit number 59186;UNKNOWN;organizational unit 65469;1288.3834696574447;UNKNOWN;UNKNOWN;budget 1755;UNKNOWN;project 503;request for payment 59187;organizational unit 65454;2217.5274865016263;0;travel permit 59185;UNKNOWN;request for payment number 59188; permit; approved;; budget owner, budget owner;, STAFF MEMBER
1699;st_step 59193_0;STAFF MEMBER;Permit FINAL_APPROVED by SUPERVISOR;2018-07-26 08:54:23+02:00;SUPERVISOR;travel permit number 59186;UNKNOWN;organizational unit 65469;1288.3834696574447;UNKNOWN;UNKNOWN;budget 1755;UNKNOWN;project 503;request for payment 59187;organizational unit 65454;2217.5274865016263;0;travel permit 59185;UNKNOWN;request for payment number 59188; permit; approved; final; supervisor, supervisor;, STAFF MEMBER
1700;st_step 59198_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-09-19 16:35:05+02:00;EMPLOYEE;travel permit number 59186;UNKNOWN;organizational unit 65469;1288.3834696574447;UNKNOWN;UNKNOWN;budget 1755;UNKNOWN;project 503;request for payment 59187;organizational unit 65454;2217.5274865016263;0;travel permit 59185;UNKNOWN;request for payment number 59188; request for payment, employee; submitted;; employee;, STAFF MEMBER
1701;st_step 59200_0;STAFF MEMBER;Request For Payment REJECTED by ADMINISTRATION;2018-09-19 16:35:13+02:00;ADMINISTRATION;travel permit number 59186;UNKNOWN;organizational unit 65469;1288.3834696574447;UNKNOWN;UNKNOWN;budget 1755;UNKNOWN;project 503;request for payment 59187;organizational unit 65454;2217.5274865016263;0;travel permit 59185;UNKNOWN;request for payment number 59188; request for payment; rejected;; administration, administration;, STAFF MEMBER
1702;st_step 59199_0;STAFF MEMBER;Request For Payment REJECTED by EMPLOYEE;2018-09-20 09:14:11+02:00;EMPLOYEE;travel permit number 59186;UNKNOWN;organizational unit 65469;1288.3834696574447;UNKNOWN;UNKNOWN;budget 1755;UNKNOWN;project 503;request for payment 59187;organizational unit 65454;2217.5274865016263;0;travel permit 59185;UNKNOWN;request for payment number 59188; request for payment, employee; rejected;; employee;, STAFF MEMBER
1703;st_step 59196_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-09-20 09:20:34+02:00;EMPLOYEE;travel permit number 59186;UNKNOWN;organizational unit 65469;1288.3834696574447;UNKNOWN;UNKNOWN;budget 1755;UNKNOWN;project 503;request for payment 59187;organizational unit 65454;2217.5274865016263;0;travel permit 59185;UNKNOWN;request for payment number 59188; request for payment, employee; submitted;; employee;, STAFF MEMBER
1704;st_step 59197_0;STAFF MEMBER;Request For Payment APPROVED by ADMINISTRATION;2018-09-20 09:27:25+02:00;ADMINISTRATION;travel permit number 59186;UNKNOWN;organizational unit 65469;1288.3834696574447;UNKNOWN;UNKNOWN;budget 1755;UNKNOWN;project 503;request for payment 59187;organizational unit 65454;2217.5274865016263;0;travel permit 59185;UNKNOWN;request for payment number 59188; request for payment; approved;; administration, administration;, STAFF MEMBER
1705;st_step 59195_0;STAFF MEMBER;Request For Payment FINAL_APPROVED by SUPERVISOR;2018-09-20 09:37:27+02:00;SUPERVISOR;travel permit number 59186;UNKNOWN;organizational unit 65469;1288.3834696574447;UNKNOWN;UNKNOWN;budget 1755;UNKNOWN;project 503;request for payment 59187;organizational unit 65454;2217.5274865016263;0;travel permit 59185;UNKNOWN;request for payment number 59188; request for payment; approved; final; supervisor, supervisor;, STAFF MEMBER
1706;rp_request for payment 59187_15;SYSTEM;Request Payment;2018-09-21 13:58:24+02:00;UNDEFINED;travel permit number 59186;UNKNOWN;organizational unit 65469;1288.3834696574447;UNKNOWN;UNKNOWN;budget 1755;UNKNOWN;project 503;request for payment 59187;organizational unit 65454;2217.5274865016263;0;travel permit 59185;UNKNOWN;request for payment number 59188; payment; request;;;, SYSTEM
1707;rp_request for payment 59187_16;SYSTEM;Payment Handled;2018-09-24 17:31:08+02:00;UNDEFINED;travel permit number 59186;UNKNOWN;organizational unit 65469;1288.3834696574447;UNKNOWN;UNKNOWN;budget 1755;UNKNOWN;project 503;request for payment 59187;organizational unit 65454;2217.5274865016263;0;travel permit 59185;UNKNOWN;request for payment number 59188; payment; handled;;;, SYSTEM
1708;st_step 57899_0;STAFF MEMBER;Permit SUBMITTED by EMPLOYEE;2018-07-26 15:19:16+02:00;EMPLOYEE;travel permit number 57890;task 57892;organizational unit 65463;303.82455438509226;activity 505;task 427;budget 1370;project 11735;project 503;request for payment 57891;organizational unit 65455;303.82455438509226;0;travel permit 57889;UNKNOWN;UNKNOWN; permit, employee; submitted;; employee;, STAFF MEMBER
1709;st_step 57898_0;STAFF MEMBER;Permit APPROVED by ADMINISTRATION;2018-07-30 17:30:39+02:00;ADMINISTRATION;travel permit number 57890;task 57892;organizational unit 65463;303.82455438509226;activity 505;task 427;budget 1370;project 11735;project 503;request for payment 57891;organizational unit 65455;303.82455438509226;0;travel permit 57889;UNKNOWN;UNKNOWN; permit; approved;; administration, administration;, STAFF MEMBER
1710;st_step 57900_0;STAFF MEMBER;Permit APPROVED by BUDGET OWNER;2018-07-31 09:35:40+02:00;BUDGET OWNER;travel permit number 57890;task 57892;organizational unit 65463;303.82455438509226;activity 505;task 427;budget 1370;project 11735;project 503;request for payment 57891;organizational unit 65455;303.82455438509226;0;travel permit 57889;UNKNOWN;UNKNOWN; permit; approved;; budget owner, budget owner;, STAFF MEMBER
1711;st_step 57904_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-08-03 12:51:02+02:00;EMPLOYEE;travel permit number 57890;task 57892;organizational unit 65463;303.82455438509226;activity 505;task 427;budget 1370;project 11735;project 503;request for payment 57891;organizational unit 65455;303.82455438509226;0;travel permit 57889;UNKNOWN;UNKNOWN; request for payment, employee; submitted;; employee;, STAFF MEMBER
1712;st_step 57901_0;STAFF MEMBER;Permit REJECTED by SUPERVISOR;2018-08-07 05:15:35+02:00;SUPERVISOR;travel permit number 57890;task 57892;organizational unit 65463;303.82455438509226;activity 505;task 427;budget 1370;project 11735;project 503;request for payment 57891;organizational unit 65455;303.82455438509226;0;travel permit 57889;UNKNOWN;UNKNOWN; permit; rejected;; supervisor, supervisor;, STAFF MEMBER
1713;st_step 57902_0;STAFF MEMBER;Permit REJECTED by EMPLOYEE;2018-08-07 10:07:39+02:00;EMPLOYEE;travel permit number 57890;task 57892;organizational unit 65463;303.82455438509226;activity 505;task 427;budget 1370;project 11735;project 503;request for payment 57891;organizational unit 65455;303.82455438509226;0;travel permit 57889;UNKNOWN;UNKNOWN; permit, employee; rejected;; employee;, STAFF MEMBER
1714;st_step 57895_0;STAFF MEMBER;Permit SUBMITTED by EMPLOYEE;2018-08-07 11:09:19+02:00;EMPLOYEE;travel permit number 57890;task 57892;organizational unit 65463;303.82455438509226;activity 505;task 427;budget 1370;project 11735;project 503;request for payment 57891;organizational unit 65455;303.82455438509226;0;travel permit 57889;UNKNOWN;UNKNOWN; permit, employee; submitted;; employee;, STAFF MEMBER
1715;st_step 57897_0;STAFF MEMBER;Permit APPROVED by ADMINISTRATION;2018-08-07 11:09:29+02:00;ADMINISTRATION;travel permit number 57890;task 57892;organizational unit 65463;303.82455438509226;activity 505;task 427;budget 1370;project 11735;project 503;request for payment 57891;organizational unit 65455;303.82455438509226;0;travel permit 57889;UNKNOWN;UNKNOWN; permit; approved;; administration, administration;, STAFF MEMBER
1716;st_step 57896_0;STAFF MEMBER;Permit FINAL_APPROVED by SUPERVISOR;2018-08-08 08:12:23+02:00;SUPERVISOR;travel permit number 57890;task 57892;organizational unit 65463;303.82455438509226;activity 505;task 427;budget 1370;project 11735;project 503;request for payment 57891;organizational unit 65455;303.82455438509226;0;travel permit 57889;UNKNOWN;UNKNOWN; permit; approved; final; supervisor, supervisor;, STAFF MEMBER
1717;st_step 57903_0;STAFF MEMBER;Request For Payment REJECTED by ADMINISTRATION;2018-08-09 09:33:19+02:00;ADMINISTRATION;travel permit number 57890;task 57892;organizational unit 65463;303.82455438509226;activity 505;task 427;budget 1370;project 11735;project 503;request for payment 57891;organizational unit 65455;303.82455438509226;0;travel permit 57889;UNKNOWN;UNKNOWN; request for payment; rejected;; administration, administration;, STAFF MEMBER
1718;st_step 57905_0;STAFF MEMBER;Request For Payment REJECTED by EMPLOYEE;2018-08-10 08:29:13+02:00;EMPLOYEE;travel permit number 57890;task 57892;organizational unit 65463;303.82455438509226;activity 505;task 427;budget 1370;project 11735;project 503;request for payment 57891;organizational unit 65455;303.82455438509226;0;travel permit 57889;UNKNOWN;UNKNOWN; request for payment, employee; rejected;; employee;, STAFF MEMBER
1719;st_step 65241_0;STAFF MEMBER;Permit SUBMITTED by EMPLOYEE;2018-08-16 09:33:05+02:00;EMPLOYEE;travel permit number 65229;task 63389;organizational unit 65454;1215.3792556456795;activity 505;task 427;budget 1114;project 18368;project 503;request for payment 65230;organizational unit 65460;1464.0909380005917;0;travel permit 65228;UNKNOWN;request for payment number 65231; permit, employee; submitted;; employee;, STAFF MEMBER
1720;st_step 65240_0;STAFF MEMBER;Permit APPROVED by ADMINISTRATION;2018-08-16 09:33:08+02:00;ADMINISTRATION;travel permit number 65229;task 63389;organizational unit 65454;1215.3792556456795;activity 505;task 427;budget 1114;project 18368;project 503;request for payment 65230;organizational unit 65460;1464.0909380005917;0;travel permit 65228;UNKNOWN;request for payment number 65231; permit; approved;; administration, administration;, STAFF MEMBER
1721;st_step 65239_0;STAFF MEMBER;Permit REJECTED by SUPERVISOR;2018-08-20 08:30:12+02:00;SUPERVISOR;travel permit number 65229;task 63389;organizational unit 65454;1215.3792556456795;activity 505;task 427;budget 1114;project 18368;project 503;request for payment 65230;organizational unit 65460;1464.0909380005917;0;travel permit 65228;UNKNOWN;request for payment number 65231; permit; rejected;; supervisor, supervisor;, STAFF MEMBER
1722;st_step 65238_0;STAFF MEMBER;Permit REJECTED by EMPLOYEE;2018-08-20 08:51:16+02:00;EMPLOYEE;travel permit number 65229;task 63389;organizational unit 65454;1215.3792556456795;activity 505;task 427;budget 1114;project 18368;project 503;request for payment 65230;organizational unit 65460;1464.0909380005917;0;travel permit 65228;UNKNOWN;request for payment number 65231; permit, employee; rejected;; employee;, STAFF MEMBER
1723;st_step 65237_0;STAFF MEMBER;Permit SUBMITTED by EMPLOYEE;2018-08-20 08:57:59+02:00;EMPLOYEE;travel permit number 65229;task 63389;organizational unit 65454;1215.3792556456795;activity 505;task 427;budget 1114;project 18368;project 503;request for payment 65230;organizational unit 65460;1464.0909380005917;0;travel permit 65228;UNKNOWN;request for payment number 65231; permit, employee; submitted;; employee;, STAFF MEMBER
1724;st_step 65236_0;STAFF MEMBER;Permit APPROVED by ADMINISTRATION;2018-08-20 08:58:01+02:00;ADMINISTRATION;travel permit number 65229;task 63389;organizational unit 65454;1215.3792556456795;activity 505;task 427;budget 1114;project 18368;project 503;request for payment 65230;organizational unit 65460;1464.0909380005917;0;travel permit 65228;UNKNOWN;request for payment number 65231; permit; approved;; administration, administration;, STAFF MEMBER
1725;st_step 65235_0;STAFF MEMBER;Permit APPROVED by BUDGET OWNER;2018-08-20 13:06:25+02:00;BUDGET OWNER;travel permit number 65229;task 63389;organizational unit 65454;1215.3792556456795;activity 505;task 427;budget 1114;project 18368;project 503;request for payment 65230;organizational unit 65460;1464.0909380005917;0;travel permit 65228;UNKNOWN;request for payment number 65231; permit; approved;; budget owner, budget owner;, STAFF MEMBER
