;id;org:resource;concept:name;time:timestamp;org:role;case:Project;case:Task;case:concept:name;case:OrganizationalEntity;case:Cost Type;case:RequestedAmount;case:Activity;case:RfpNumber;object:name;action:name;action:status;org:actor:name;org:actor:name:a
636;st_step 177366_0;STAFF MEMBER;Request For Payment REJECTED by ADMINISTRATION;2018-10-10 20:34:09+02:00;ADMINISTRATION;UNKNOWN;UNKNOWN;request for payment 177363;organizational unit 65463;0;109.9299242603462;UNKNOWN;UNKNOWN; request for payment; rejected;; administration, administration;, STAFF MEMBER
637;st_step 177371_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-10-12 09:51:11+02:00;EMPLOYEE;UNKNOWN;UNKNOWN;request for payment 177363;organizational unit 65463;0;109.9299242603462;UNKNOWN;UNKNOWN; request for payment, employee; submitted;; employee;, STAFF MEMBER
638;st_step 177370_0;STAFF MEMBER;Request For Payment REJECTED by ADMINISTRATION;2018-10-23 09:33:56+02:00;ADMINISTRATION;UNKNOWN;UNKNOWN;request for payment 177363;organizational unit 65463;0;109.9299242603462;UNKNOWN;UNKNOWN; request for payment; rejected;; administration, administration;, STAFF MEMBER
639;st_step 177372_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-10-29 15:04:53+01:00;EMPLOYEE;UNKNOWN;UNKNOWN;request for payment 177363;organizational unit 65463;0;109.9299242603462;UNKNOWN;UNKNOWN; request for payment, employee; submitted;; employee;, STAFF MEMBER
640;st_step 177364_0;STAFF MEMBER;Request For Payment REJECTED by ADMINISTRATION;2018-10-29 20:30:14+01:00;ADMINISTRATION;UNKNOWN;UNKNOWN;request for payment 177363;organizational unit 65463;0;109.9299242603462;UNKNOWN;UNKNOWN; request for payment; rejected;; administration, administration;, STAFF MEMBER
641;st_step 177367_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-10-31 14:41:42+01:00;EMPLOYEE;UNKNOWN;UNKNOWN;request for payment 177363;organizational unit 65463;0;109.9299242603462;UNKNOWN;UNKNOWN; request for payment, employee; submitted;; employee;, STAFF MEMBER
642;st_step 177365_0;STAFF MEMBER;Request For Payment REJECTED by ADMINISTRATION;2018-10-31 15:20:58+01:00;ADMINISTRATION;UNKNOWN;UNKNOWN;request for payment 177363;organizational unit 65463;0;109.9299242603462;UNKNOWN;UNKNOWN; request for payment; rejected;; administration, administration;, STAFF MEMBER
643;st_step 177369_0;STAFF MEMBER;Request For Payment REJECTED by EMPLOYEE;2018-11-02 11:41:33+01:00;EMPLOYEE;UNKNOWN;UNKNOWN;request for payment 177363;organizational unit 65463;0;109.9299242603462;UNKNOWN;UNKNOWN; request for payment, employee; rejected;; employee;, STAFF MEMBER
644;st_step 181884_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-10-12 12:31:00+02:00;EMPLOYEE;project 154852;task 153170;request for payment 181880;organizational unit 65465;0;1470.2029505303478;activity 505;request for payment number 181881; request for payment, employee; submitted;; employee;, STAFF MEMBER
645;st_step 181883_0;STAFF MEMBER;Request For Payment APPROVED by ADMINISTRATION;2018-10-12 12:31:15+02:00;ADMINISTRATION;project 154852;task 153170;request for payment 181880;organizational unit 65465;0;1470.2029505303478;activity 505;request for payment number 181881; request for payment; approved;; administration, administration;, STAFF MEMBER
646;st_step 181882_0;STAFF MEMBER;Request For Payment FINAL_APPROVED by BUDGET OWNER;2018-10-13 20:56:56+02:00;BUDGET OWNER;project 154852;task 153170;request for payment 181880;organizational unit 65465;0;1470.2029505303478;activity 505;request for payment number 181881; request for payment; approved; final; budget owner, budget owner;, STAFF MEMBER
647;rp_request for payment 181880_16;SYSTEM;Payment Handled;2018-10-22 17:31:25+02:00;UNDEFINED;project 154852;task 153170;request for payment 181880;organizational unit 65465;0;1470.2029505303478;activity 505;request for payment number 181881; payment; handled;;;, SYSTEM
648;st_step 171902_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-10-20 16:48:38+02:00;EMPLOYEE;project 503;UNKNOWN;request for payment 171883;organizational unit 65461;0;80.57557585616841;UNKNOWN;request for payment number 171884; request for payment, employee; submitted;; employee;, STAFF MEMBER
649;st_step 171901_0;STAFF MEMBER;Request For Payment REJECTED by ADMINISTRATION;2018-10-20 16:48:42+02:00;ADMINISTRATION;project 503;UNKNOWN;request for payment 171883;organizational unit 65461;0;80.57557585616841;UNKNOWN;request for payment number 171884; request for payment; rejected;; administration, administration;, STAFF MEMBER
650;st_step 171900_0;STAFF MEMBER;Request For Payment REJECTED by EMPLOYEE;2018-10-24 08:21:07+02:00;EMPLOYEE;project 503;UNKNOWN;request for payment 171883;organizational unit 65461;0;80.57557585616841;UNKNOWN;request for payment number 171884; request for payment, employee; rejected;; employee;, STAFF MEMBER
651;st_step 171898_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-10-25 15:13:10+02:00;EMPLOYEE;project 503;UNKNOWN;request for payment 171883;organizational unit 65461;0;80.57557585616841;UNKNOWN;request for payment number 171884; request for payment, employee; submitted;; employee;, STAFF MEMBER
652;st_step 171897_0;STAFF MEMBER;Request For Payment REJECTED by ADMINISTRATION;2018-10-25 15:13:13+02:00;ADMINISTRATION;project 503;UNKNOWN;request for payment 171883;organizational unit 65461;0;80.57557585616841;UNKNOWN;request for payment number 171884; request for payment; rejected;; administration, administration;, STAFF MEMBER
653;st_step 171899_0;STAFF MEMBER;Request For Payment REJECTED by EMPLOYEE;2018-10-31 11:33:43+01:00;EMPLOYEE;project 503;UNKNOWN;request for payment 171883;organizational unit 65461;0;80.57557585616841;UNKNOWN;request for payment number 171884; request for payment, employee; rejected;; employee;, STAFF MEMBER
654;st_step 171895_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-10-31 11:57:22+01:00;EMPLOYEE;project 503;UNKNOWN;request for payment 171883;organizational unit 65461;0;80.57557585616841;UNKNOWN;request for payment number 171884; request for payment, employee; submitted;; employee;, STAFF MEMBER
655;st_step 171894_0;STAFF MEMBER;Request For Payment REJECTED by ADMINISTRATION;2018-10-31 11:57:27+01:00;ADMINISTRATION;project 503;UNKNOWN;request for payment 171883;organizational unit 65461;0;80.57557585616841;UNKNOWN;request for payment number 171884; request for payment; rejected;; administration, administration;, STAFF MEMBER
656;st_step 171896_0;STAFF MEMBER;Request For Payment REJECTED by EMPLOYEE;2018-10-31 12:05:45+01:00;EMPLOYEE;project 503;UNKNOWN;request for payment 171883;organizational unit 65461;0;80.57557585616841;UNKNOWN;request for payment number 171884; request for payment, employee; rejected;; employee;, STAFF MEMBER
657;st_step 171892_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-10-31 12:22:50+01:00;EMPLOYEE;project 503;UNKNOWN;request for payment 171883;organizational unit 65461;0;80.57557585616841;UNKNOWN;request for payment number 171884; request for payment, employee; submitted;; employee;, STAFF MEMBER
658;st_step 171893_0;STAFF MEMBER;Request For Payment REJECTED by ADMINISTRATION;2018-10-31 12:22:53+01:00;ADMINISTRATION;project 503;UNKNOWN;request for payment 171883;organizational unit 65461;0;80.57557585616841;UNKNOWN;request for payment number 171884; request for payment; rejected;; administration, administration;, STAFF MEMBER
659;st_step 171891_0;STAFF MEMBER;Request For Payment REJECTED by EMPLOYEE;2018-11-01 11:27:49+01:00;EMPLOYEE;project 503;UNKNOWN;request for payment 171883;organizational unit 65461;0;80.57557585616841;UNKNOWN;request for payment number 171884; request for payment, employee; rejected;; employee;, STAFF MEMBER
660;st_step 171889_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-11-05 12:16:52+01:00;EMPLOYEE;project 503;UNKNOWN;request for payment 171883;organizational unit 65461;0;80.57557585616841;UNKNOWN;request for payment number 171884; request for payment, employee; submitted;; employee;, STAFF MEMBER
661;st_step 171888_0;STAFF MEMBER;Request For Payment REJECTED by ADMINISTRATION;2018-11-05 12:16:54+01:00;ADMINISTRATION;project 503;UNKNOWN;request for payment 171883;organizational unit 65461;0;80.57557585616841;UNKNOWN;request for payment number 171884; request for payment; rejected;; administration, administration;, STAFF MEMBER
662;st_step 171890_0;STAFF MEMBER;Request For Payment REJECTED by EMPLOYEE;2018-11-07 13:55:31+01:00;EMPLOYEE;project 503;UNKNOWN;request for payment 171883;organizational unit 65461;0;80.57557585616841;UNKNOWN;request for payment number 171884; request for payment, employee; rejected;; employee;, STAFF MEMBER
663;st_step 171886_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-11-08 14:36:19+01:00;EMPLOYEE;project 503;UNKNOWN;request for payment 171883;organizational unit 65461;0;80.57557585616841;UNKNOWN;request for payment number 171884; request for payment, employee; submitted;; employee;, STAFF MEMBER
664;st_step 171887_0;STAFF MEMBER;Request For Payment APPROVED by ADMINISTRATION;2018-11-08 14:36:24+01:00;ADMINISTRATION;project 503;UNKNOWN;request for payment 171883;organizational unit 65461;0;80.57557585616841;UNKNOWN;request for payment number 171884; request for payment; approved;; administration, administration;, STAFF MEMBER
665;st_step 171885_0;STAFF MEMBER;Request For Payment FINAL_APPROVED by SUPERVISOR;2018-11-08 14:57:08+01:00;SUPERVISOR;project 503;UNKNOWN;request for payment 171883;organizational unit 65461;0;80.57557585616841;UNKNOWN;request for payment number 171884; request for payment; approved; final; supervisor, supervisor;, STAFF MEMBER
666;rp_request for payment 171883_15;SYSTEM;Request Payment;2018-11-14 11:51:13+01:00;UNDEFINED;project 503;UNKNOWN;request for payment 171883;organizational unit 65461;0;80.57557585616841;UNKNOWN;request for payment number 171884; payment; request;;;, SYSTEM
667;rp_request for payment 171883_16;SYSTEM;Payment Handled;2018-11-15 17:31:20+01:00;UNDEFINED;project 503;UNKNOWN;request for payment 171883;organizational unit 65461;0;80.57557585616841;UNKNOWN;request for payment number 171884; payment; handled;;;, SYSTEM
668;st_step 183165_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-11-08 11:16:52+01:00;EMPLOYEE;UNKNOWN;UNKNOWN;request for payment 183159;organizational unit 65469;0;36.69065934560934;UNKNOWN;UNKNOWN; request for payment, employee; submitted;; employee;, STAFF MEMBER
669;st_step 183166_0;STAFF MEMBER;Request For Payment REJECTED by ADMINISTRATION;2018-11-08 11:18:59+01:00;ADMINISTRATION;UNKNOWN;UNKNOWN;request for payment 183159;organizational unit 65469;0;36.69065934560934;UNKNOWN;UNKNOWN; request for payment; rejected;; administration, administration;, STAFF MEMBER
670;st_step 183163_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-11-09 11:15:46+01:00;EMPLOYEE;UNKNOWN;UNKNOWN;request for payment 183159;organizational unit 65469;0;36.69065934560934;UNKNOWN;UNKNOWN; request for payment, employee; submitted;; employee;, STAFF MEMBER
671;st_step 183164_0;STAFF MEMBER;Request For Payment REJECTED by EMPLOYEE;2018-11-09 11:17:48+01:00;EMPLOYEE;UNKNOWN;UNKNOWN;request for payment 183159;organizational unit 65469;0;36.69065934560934;UNKNOWN;UNKNOWN; request for payment, employee; rejected;; employee;, STAFF MEMBER
672;st_step 183160_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-11-09 14:41:09+01:00;EMPLOYEE;UNKNOWN;UNKNOWN;request for payment 183159;organizational unit 65469;0;36.69065934560934;UNKNOWN;UNKNOWN; request for payment, employee; submitted;; employee;, STAFF MEMBER
673;st_step 183161_0;STAFF MEMBER;Request For Payment REJECTED by ADMINISTRATION;2018-11-09 14:41:27+01:00;ADMINISTRATION;UNKNOWN;UNKNOWN;request for payment 183159;organizational unit 65469;0;36.69065934560934;UNKNOWN;UNKNOWN; request for payment; rejected;; administration, administration;, STAFF MEMBER
674;st_step 183162_0;STAFF MEMBER;Request For Payment REJECTED by EMPLOYEE;2018-11-13 14:57:30+01:00;EMPLOYEE;UNKNOWN;UNKNOWN;request for payment 183159;organizational unit 65469;0;36.69065934560934;UNKNOWN;UNKNOWN; request for payment, employee; rejected;; employee;, STAFF MEMBER
675;st_step 184380_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-11-16 10:43:26+01:00;EMPLOYEE;project 154479;task 184378;request for payment 184376;organizational unit 65474;0;208.81231609839236;activity 505;request for payment number 184377; request for payment, employee; submitted;; employee;, STAFF MEMBER
676;st_step 184382_0;STAFF MEMBER;Request For Payment APPROVED by ADMINISTRATION;2018-11-16 10:43:47+01:00;ADMINISTRATION;project 154479;task 184378;request for payment 184376;organizational unit 65474;0;208.81231609839236;activity 505;request for payment number 184377; request for payment; approved;; administration, administration;, STAFF MEMBER
677;st_step 184381_0;STAFF MEMBER;Request For Payment APPROVED by BUDGET OWNER;2018-11-19 11:23:08+01:00;BUDGET OWNER;project 154479;task 184378;request for payment 184376;organizational unit 65474;0;208.81231609839236;activity 505;request for payment number 184377; request for payment; approved;; budget owner, budget owner;, STAFF MEMBER
678;st_step 184379_0;STAFF MEMBER;Request For Payment FINAL_APPROVED by SUPERVISOR;2018-11-20 11:17:19+01:00;SUPERVISOR;project 154479;task 184378;request for payment 184376;organizational unit 65474;0;208.81231609839236;activity 505;request for payment number 184377; request for payment; approved; final; supervisor, supervisor;, STAFF MEMBER
679;rp_request for payment 184376_16;SYSTEM;Payment Handled;2018-11-26 17:31:19+01:00;UNDEFINED;project 154479;task 184378;request for payment 184376;organizational unit 65474;0;208.81231609839236;activity 505;request for payment number 184377; payment; handled;;;, SYSTEM
680;rp_request for payment 184376_15;SYSTEM;Request Payment;2018-12-21 12:45:35+01:00;UNDEFINED;project 154479;task 184378;request for payment 184376;organizational unit 65474;0;208.81231609839236;activity 505;request for payment number 184377; payment; request;;;, SYSTEM
681;st_step 183399_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-12-02 18:12:33+01:00;EMPLOYEE;project 147690;UNKNOWN;request for payment 183392;organizational unit 65456;0;1055.9561731421911;UNKNOWN;request for payment number 183393; request for payment, employee; submitted;; employee;, STAFF MEMBER
682;st_step 183397_0;STAFF MEMBER;Request For Payment REJECTED by ADMINISTRATION;2018-12-04 21:28:43+01:00;ADMINISTRATION;project 147690;UNKNOWN;request for payment 183392;organizational unit 65456;0;1055.9561731421911;UNKNOWN;request for payment number 183393; request for payment; rejected;; administration, administration;, STAFF MEMBER
683;st_step 183398_0;STAFF MEMBER;Request For Payment REJECTED by EMPLOYEE;2018-12-05 10:39:20+01:00;EMPLOYEE;project 147690;UNKNOWN;request for payment 183392;organizational unit 65456;0;1055.9561731421911;UNKNOWN;request for payment number 183393; request for payment, employee; rejected;; employee;, STAFF MEMBER
684;st_step 183394_0;STAFF MEMBER;Request For Payment SUBMITTED by EMPLOYEE;2018-12-05 20:57:15+01:00;EMPLOYEE;project 147690;UNKNOWN;request for payment 183392;organizational unit 65456;0;1055.9561731421911;UNKNOWN;request for payment number 183393; request for payment, employee; submitted;; employee;, STAFF MEMBER
685;st_step 183395_0;STAFF MEMBER;Request For Payment APPROVED by ADMINISTRATION;2018-12-05 20:58:10+01:00;ADMINISTRATION;project 147690;UNKNOWN;request for payment 183392;organizational unit 65456;0;1055.9561731421911;UNKNOWN;request for payment number 183393; request for payment; approved;; administration, administration;, STAFF MEMBER
686;st_step 183396_0;STAFF MEMBER;Request For Payment FOR_APPROVAL by SUPERVISOR;2018-12-06 13:38:40+01:00;SUPERVISOR;project 147690;UNKNOWN;request for payment 183392;organizational unit 65456;0;1055.9561731421911;UNKNOWN;request for payment number 183393; for payment, approval; request;; supervisor, supervisor;, STAFF MEMBER
