;amount;org:resource;dismissal;concept:name;vehicleClass;totalPaymentAmount;lifecycle:transition;time:timestamp;article;points;case:concept:name;expense;notificationType;lastSent;paymentAmount;matricola;object:name;action:name;action:status:a;org:actor:name;org:actor:instance:a;org:passive:name
1696;;0;NIL;Appeal to Judge;;;complete;2007-10-03 00:00:00+02:00;;;V16549;;;;;0.0;; appeal;, complete;;, 0; judge
1697;;;NIL;Send Appeal to Prefecture;;;complete;2011-12-25 00:00:00+01:00;;;V16549;;;;;; appeal; send;, complete;;, nan; prefecture
1698;148.0;29;NIL;Create Fine;A;0.0;complete;2007-08-26 00:00:00+02:00;142.0;5.0;V16732;;;;;; fine; create;, complete;;, 29;
1699;;;;Send Fine;;;complete;2008-06-04 00:00:00+02:00;;;V16732;26.0;;;;; fine; send;, complete;;, nan;
1700;;;;Insert Fine Notification;;;complete;2008-06-09 00:00:00+02:00;;;V16732;;P;P;;; fine notification; insert;, complete;;, nan;
1701;;;;Insert Date Appeal to Prefecture;;;complete;2008-06-13 00:00:00+02:00;;;V16732;;;;;; date appeal; insert;, complete;;, nan; prefecture
1702;;;NIL;Send Appeal to Prefecture;;;complete;2008-07-14 00:00:00+02:00;;;V16732;;;;;; appeal; send;, complete;;, nan; prefecture
1703;;;;Receive Result Appeal from Prefecture;;;complete;2008-07-24 00:00:00+02:00;;;V16732;;;;;; result appeal; receive;, complete; prefecture;, nan;
1704;297.0;;;Add penalty;;;complete;2008-08-08 00:00:00+02:00;;;V16732;;;;;; penalty; add;, complete;;, nan;
1705;;;;Notify Result Appeal to Offender;;;complete;2008-08-09 00:00:00+02:00;;;V16732;;;;;; result appeal; notify;, complete;;, nan; offender
1706;;0;NIL;Appeal to Judge;;;complete;2008-09-16 00:00:00+02:00;;;V16732;;;;;0.0;; appeal;, complete;;, 0; judge
1707;;;;Payment;;360.0;complete;2009-03-17 00:00:00+01:00;;;V16732;;;;180.0;;; payment;, complete;;, nan;
1708;155.0;29;NIL;Create Fine;A;0.0;complete;2009-02-28 00:00:00+01:00;142.0;5.0;V18308;;;;;; fine; create;, complete;;, 29;
1709;;;;Send Fine;;;complete;2009-06-12 00:00:00+02:00;;;V18308;26.0;;;;; fine; send;, complete;;, nan;
1710;;;;Insert Fine Notification;;;complete;2009-06-18 00:00:00+02:00;;;V18308;;P;P;;; fine notification; insert;, complete;;, nan;
1711;312.0;;;Add penalty;;;complete;2009-08-17 00:00:00+02:00;;;V18308;;;;;; penalty; add;, complete;;, nan;
1712;;;;Insert Date Appeal to Prefecture;;;complete;2009-09-07 00:00:00+02:00;;;V18308;;;;;; date appeal; insert;, complete;;, nan; prefecture
1713;;;;Receive Result Appeal from Prefecture;;;complete;2010-03-08 00:00:00+01:00;;;V18308;;;;;; result appeal; receive;, complete; prefecture;, nan;
1714;;;;Notify Result Appeal to Offender;;;complete;2010-03-15 00:00:00+01:00;;;V18308;;;;;; result appeal; notify;, complete;;, nan; offender
1715;;;NIL;Send Appeal to Prefecture;;;complete;2011-12-25 00:00:00+01:00;;;V18308;;;;;; appeal; send;, complete;;, nan; prefecture
1716;;;;Send for Credit Collection;;;complete;2012-03-26 00:00:00+02:00;;;V18308;;;;;; for credit collection; send;, complete;;, nan;
1717;370.0;30;NIL;Create Fine;A;0.0;complete;2009-03-25 00:00:00+01:00;142.0;10.0;V18366;;;;;; fine; create;, complete;;, 30;
1718;;;;Send Fine;;;complete;2009-07-20 00:00:00+02:00;;;V18366;13.5;;;;; fine; send;, complete;;, nan;
1719;;;;Insert Fine Notification;;;complete;2009-08-04 00:00:00+02:00;;;V18366;;P;P;;; fine notification; insert;, complete;;, nan;
1720;742.5;;;Add penalty;;;complete;2009-10-03 00:00:00+02:00;;;V18366;;;;;; penalty; add;, complete;;, nan;
1721;;;;Payment;;74.0;complete;2010-08-30 00:00:00+02:00;;;V18366;;;;74.0;;; payment;, complete;;, nan;
1722;;;;Payment;;148.0;complete;2010-09-27 00:00:00+02:00;;;V18366;;;;74.0;;; payment;, complete;;, nan;
1723;;;;Payment;;222.0;complete;2010-10-27 00:00:00+02:00;;;V18366;;;;74.0;;; payment;, complete;;, nan;
1724;;;;Payment;;296.0;complete;2010-11-29 00:00:00+01:00;;;V18366;;;;74.0;;; payment;, complete;;, nan;
1725;;;;Payment;;370.0;complete;2010-12-21 00:00:00+01:00;;;V18366;;;;74.0;;; payment;, complete;;, nan;
1726;;;;Payment;;444.0;complete;2011-01-21 00:00:00+01:00;;;V18366;;;;74.0;;; payment;, complete;;, nan;
1727;;;;Payment;;518.0;complete;2011-02-23 00:00:00+01:00;;;V18366;;;;74.0;;; payment;, complete;;, nan;
1728;;;;Payment;;592.0;complete;2011-03-28 00:00:00+02:00;;;V18366;;;;74.0;;; payment;, complete;;, nan;
1729;;;;Payment;;666.0;complete;2011-04-21 00:00:00+02:00;;;V18366;;;;74.0;;; payment;, complete;;, nan;
1730;;;;Payment;;740.0;complete;2011-05-25 00:00:00+02:00;;;V18366;;;;74.0;;; payment;, complete;;, nan;
1731;155.0;29;NIL;Create Fine;A;0.0;complete;2010-03-17 00:00:00+01:00;142.0;5.0;V18908;;;;;; fine; create;, complete;;, 29;
1732;;;;Send Fine;;;complete;2010-04-27 00:00:00+02:00;;;V18908;13.5;;;;; fine; send;, complete;;, nan;
1733;;;;Insert Fine Notification;;;complete;2010-05-08 00:00:00+02:00;;;V18908;;P;P;;; fine notification; insert;, complete;;, nan;
1734;312.0;;;Add penalty;;;complete;2010-07-07 00:00:00+02:00;;;V18908;;;;;; penalty; add;, complete;;, nan;
1735;;;;Payment;;30.0;complete;2011-03-25 00:00:00+01:00;;;V18908;;;;30.0;;; payment;, complete;;, nan;
1736;;;;Payment;;60.0;complete;2011-04-29 00:00:00+02:00;;;V18908;;;;30.0;;; payment;, complete;;, nan;
1737;;;;Payment;;90.0;complete;2011-06-03 00:00:00+02:00;;;V18908;;;;30.0;;; payment;, complete;;, nan;
1738;;;;Payment;;120.0;complete;2011-07-01 00:00:00+02:00;;;V18908;;;;30.0;;; payment;, complete;;, nan;
1739;;;;Payment;;150.0;complete;2011-08-02 00:00:00+02:00;;;V18908;;;;30.0;;; payment;, complete;;, nan;
1740;;;;Payment;;180.0;complete;2011-09-02 00:00:00+02:00;;;V18908;;;;30.0;;; payment;, complete;;, nan;
1741;;;;Payment;;210.0;complete;2011-11-06 00:00:00+01:00;;;V18908;;;;30.0;;; payment;, complete;;, nan;
1742;;;;Payment;;240.0;complete;2011-11-08 00:00:00+01:00;;;V18908;;;;30.0;;; payment;, complete;;, nan;
1743;;;;Payment;;270.0;complete;2011-12-05 00:00:00+01:00;;;V18908;;;;30.0;;; payment;, complete;;, nan;
1744;;;;Payment;;300.0;complete;2012-01-10 00:00:00+01:00;;;V18908;;;;30.0;;; payment;, complete;;, nan;
1745;;;;Send for Credit Collection;;;complete;2012-03-26 00:00:00+02:00;;;V18908;;;;;; for credit collection; send;, complete;;, nan;
1746;125.19;27;NIL;Create Fine;A;0.0;complete;2000-03-08 00:00:00+01:00;142.0;0.0;V4402;;;;;; fine; create;, complete;;, 27;
1747;;;;Payment;;263.29;complete;2000-03-08 00:00:00+01:00;;;V4402;;;;263.29;;; payment;, complete;;, nan;
1748;;;;Send Fine;;;complete;2000-03-23 00:00:00+01:00;;;V4402;12.91;;;;; fine; send;, complete;;, nan;
1749;;;;Insert Fine Notification;;;complete;2000-04-14 00:00:00+02:00;;;V4402;;P;N;;; fine notification; insert;, complete;;, nan;
1750;;;;Insert Date Appeal to Prefecture;;;complete;2000-05-18 00:00:00+02:00;;;V4402;;;;;; date appeal; insert;, complete;;, nan; prefecture
1751;;;NIL;Send Appeal to Prefecture;;;complete;2000-05-24 00:00:00+02:00;;;V4402;;;;;; appeal; send;, complete;;, nan; prefecture
1752;250.38;;;Add penalty;;;complete;2000-06-13 00:00:00+02:00;;;V4402;;;;;; penalty; add;, complete;;, nan;
1753;;;;Receive Result Appeal from Prefecture;;;complete;2000-07-02 00:00:00+02:00;;;V4402;;;;;; result appeal; receive;, complete; prefecture;, nan;
1754;;;;Notify Result Appeal to Offender;;;complete;2000-07-11 00:00:00+02:00;;;V4402;;;;;; result appeal; notify;, complete;;, nan; offender
1755;125.19;36;NIL;Create Fine;A;0.0;complete;2000-05-31 00:00:00+02:00;142.0;0.0;V4870;;;;;; fine; create;, complete;;, 36;
1756;;;;Send Fine;;;complete;2000-07-09 00:00:00+02:00;;;V4870;6.46;;;;; fine; send;, complete;;, nan;
1757;;;;Insert Fine Notification;;;complete;2000-07-24 00:00:00+02:00;;;V4870;;P;N;;; fine notification; insert;, complete;;, nan;
1758;;;;Payment;;80.0;complete;2000-09-21 00:00:00+02:00;;;V4870;;;;80.0;;; payment;, complete;;, nan;
1759;250.38;;;Add penalty;;;complete;2000-09-22 00:00:00+02:00;;;V4870;;;;;; penalty; add;, complete;;, nan;
1760;;;;Insert Date Appeal to Prefecture;;;complete;2000-09-27 00:00:00+02:00;;;V4870;;;;;; date appeal; insert;, complete;;, nan; prefecture
1761;;;NIL;Send Appeal to Prefecture;;;complete;2000-10-19 00:00:00+02:00;;;V4870;;;;;; appeal; send;, complete;;, nan; prefecture
1762;;;;Payment;;256.83;complete;2000-11-08 00:00:00+01:00;;;V4870;;;;176.83;;; payment;, complete;;, nan;
1763;131.2;30;NIL;Create Fine;A;0.0;complete;2001-04-21 00:00:00+02:00;142.0;0.0;V7190;;;;;; fine; create;, complete;;, 30;
1764;;;;Send Fine;;;complete;2001-06-07 00:00:00+02:00;;;V7190;11.88;;;;; fine; send;, complete;;, nan;
1765;;;;Insert Fine Notification;;;complete;2001-07-02 00:00:00+02:00;;;V7190;;P;N;;; fine notification; insert;, complete;;, nan;
1766;;;;Insert Date Appeal to Prefecture;;;complete;2001-08-22 00:00:00+02:00;;;V7190;;;;;; date appeal; insert;, complete;;, nan; prefecture
1767;262.4;;;Add penalty;;;complete;2001-08-31 00:00:00+02:00;;;V7190;;;;;; penalty; add;, complete;;, nan;
1768;;;;Payment;;137.91;complete;2001-09-29 00:00:00+02:00;;;V7190;;;;137.91;;; payment;, complete;;, nan;
1769;;;;Payment;;274.28;complete;2002-08-07 00:00:00+02:00;;;V7190;;;;136.37;;; payment;, complete;;, nan;
1770;131.2;35;NIL;Create Fine;A;0.0;complete;2001-07-27 00:00:00+02:00;142.0;0.0;V7616;;;;;; fine; create;, complete;;, 35;
1771;;;;Send Fine;;;complete;2001-08-27 00:00:00+02:00;;;V7616;13.43;;;;; fine; send;, complete;;, nan;
1772;;;;Insert Fine Notification;;;complete;2001-10-23 00:00:00+02:00;;;V7616;;P;N;;; fine notification; insert;, complete;;, nan;
1773;;;;Insert Date Appeal to Prefecture;;;complete;2001-12-13 00:00:00+01:00;;;V7616;;;;;; date appeal; insert;, complete;;, nan; prefecture
1774;262.4;;;Add penalty;;;complete;2001-12-22 00:00:00+01:00;;;V7616;;;;;; penalty; add;, complete;;, nan;
1775;;;;Receive Result Appeal from Prefecture;;;complete;2002-01-10 00:00:00+01:00;;;V7616;;;;;; result appeal; receive;, complete; prefecture;, nan;
1776;;;NIL;Send Appeal to Prefecture;;;complete;2002-01-10 00:00:00+01:00;;;V7616;;;;;; appeal; send;, complete;;, nan; prefecture
1777;;;;Payment;;275.82;complete;2002-04-30 00:00:00+02:00;;;V7616;;;;275.82;;; payment;, complete;;, nan;
1778;131.2;28;NIL;Create Fine;A;0.0;complete;2001-08-10 00:00:00+02:00;142.0;0.0;V7767;;;;;; fine; create;, complete;;, 28;
1779;;;;Send Fine;;;complete;2001-10-18 00:00:00+02:00;;;V7767;0.0;;;;; fine; send;, complete;;, nan;
1780;;;;Insert Fine Notification;;;complete;2001-12-06 00:00:00+01:00;;;V7767;;P;N;;; fine notification; insert;, complete;;, nan;
1781;;0;NIL;Appeal to Judge;;;complete;2001-12-07 00:00:00+01:00;;;V7767;;;;;0.0;; appeal;, complete;;, 0; judge
1782;262.4;;;Add penalty;;;complete;2002-02-04 00:00:00+01:00;;;V7767;;;;;; penalty; add;, complete;;, nan;
1783;;;;Payment;;39.7;complete;2005-02-11 00:00:00+01:00;;;V7767;;;;39.7;;; payment;, complete;;, nan;
1784;;;;Payment;;59.4;complete;2005-03-12 00:00:00+01:00;;;V7767;;;;19.7;;; payment;, complete;;, nan;
1785;;;;Payment;;79.1;complete;2005-04-13 00:00:00+02:00;;;V7767;;;;19.7;;; payment;, complete;;, nan;
1786;;;;Payment;;98.8;complete;2005-05-09 00:00:00+02:00;;;V7767;;;;19.7;;; payment;, complete;;, nan;
1787;;;;Payment;;118.5;complete;2005-06-22 00:00:00+02:00;;;V7767;;;;19.7;;; payment;, complete;;, nan;
1788;;;;Payment;;138.2;complete;2005-07-19 00:00:00+02:00;;;V7767;;;;19.7;;; payment;, complete;;, nan;
1789;131.2;29;NIL;Create Fine;A;0.0;complete;2001-08-31 00:00:00+02:00;142.0;0.0;V7999;;;;;; fine; create;, complete;;, 29;
1790;;;;Send Fine;;;complete;2001-11-16 00:00:00+01:00;;;V7999;13.43;;;;; fine; send;, complete;;, nan;
1791;;;;Insert Fine Notification;;;complete;2001-12-07 00:00:00+01:00;;;V7999;;P;N;;; fine notification; insert;, complete;;, nan;
1792;;;;Receive Result Appeal from Prefecture;;;complete;2002-01-16 00:00:00+01:00;;;V7999;;;;;; result appeal; receive;, complete; prefecture;, nan;
1793;;;;Insert Date Appeal to Prefecture;;;complete;2002-01-31 00:00:00+01:00;;;V7999;;;;;; date appeal; insert;, complete;;, nan; prefecture
1794;;;NIL;Send Appeal to Prefecture;;;complete;2002-02-04 00:00:00+01:00;;;V7999;;;;;; appeal; send;, complete;;, nan; prefecture
1795;262.4;;;Add penalty;;;complete;2002-02-05 00:00:00+01:00;;;V7999;;;;;; penalty; add;, complete;;, nan;
1796;;;;Payment;;282.54;complete;2002-09-19 00:00:00+02:00;;;V7999;;;;282.54;;; payment;, complete;;, nan;
1797;131.2;25;NIL;Create Fine;A;0.0;complete;2001-09-25 00:00:00+02:00;142.0;0.0;V8169;;;;;; fine; create;, complete;;, 25;
1798;;;;Send Fine;;;complete;2001-11-16 00:00:00+01:00;;;V8169;6.71;;;;; fine; send;, complete;;, nan;
1799;;;;Insert Fine Notification;;;complete;2001-12-07 00:00:00+01:00;;;V8169;;P;N;;; fine notification; insert;, complete;;, nan;
1800;;;;Insert Date Appeal to Prefecture;;;complete;2001-12-08 00:00:00+01:00;;;V8169;;;;;; date appeal; insert;, complete;;, nan; prefecture
1801;;;NIL;Send Appeal to Prefecture;;;complete;2001-12-09 00:00:00+01:00;;;V8169;;;;;; appeal; send;, complete;;, nan; prefecture
1802;;0;NIL;Appeal to Judge;;;complete;2001-12-24 00:00:00+01:00;;;V8169;;;;;0.0;; appeal;, complete;;, 0; judge
1803;262.4;;;Add penalty;;;complete;2002-02-05 00:00:00+01:00;;;V8169;;;;;; penalty; add;, complete;;, nan;
1804;;;;Payment;;13.79;complete;2002-12-12 00:00:00+01:00;;;V8169;;;;13.79;;; payment;, complete;;, nan;
1805;;;;Payment;;27.58;complete;2003-01-10 00:00:00+01:00;;;V8169;;;;13.79;;; payment;, complete;;, nan;
1806;;;;Payment;;41.37;complete;2003-02-17 00:00:00+01:00;;;V8169;;;;13.79;;; payment;, complete;;, nan;
1807;;;;Payment;;55.16;complete;2003-03-24 00:00:00+01:00;;;V8169;;;;13.79;;; payment;, complete;;, nan;
1808;;;;Payment;;68.95;complete;2003-04-28 00:00:00+02:00;;;V8169;;;;13.79;;; payment;, complete;;, nan;
1809;;;;Payment;;82.74;complete;2003-05-27 00:00:00+02:00;;;V8169;;;;13.79;;; payment;, complete;;, nan;
1810;;;;Payment;;96.53;complete;2003-06-24 00:00:00+02:00;;;V8169;;;;13.79;;; payment;, complete;;, nan;
1811;;;;Payment;;110.32;complete;2003-07-15 00:00:00+02:00;;;V8169;;;;13.79;;; payment;, complete;;, nan;
1812;;;;Payment;;124.11;complete;2003-08-07 00:00:00+02:00;;;V8169;;;;13.79;;; payment;, complete;;, nan;
1813;;;;Payment;;137.9;complete;2003-09-08 00:00:00+02:00;;;V8169;;;;13.79;;; payment;, complete;;, nan;
1814;131.2;31;NIL;Create Fine;A;0.0;complete;2001-09-26 00:00:00+02:00;142.0;0.0;V8192;;;;;; fine; create;, complete;;, 31;
1815;;;;Send Fine;;;complete;2001-11-16 00:00:00+01:00;;;V8192;6.71;;;;; fine; send;, complete;;, nan;
1816;;;;Insert Fine Notification;;;complete;2001-12-12 00:00:00+01:00;;;V8192;;P;N;;; fine notification; insert;, complete;;, nan;
1817;;;;Insert Date Appeal to Prefecture;;;complete;2001-12-13 00:00:00+01:00;;;V8192;;;;;; date appeal; insert;, complete;;, nan; prefecture
1818;;0;NIL;Appeal to Judge;;;complete;2001-12-14 00:00:00+01:00;;;V8192;;;;;0.0;; appeal;, complete;;, 0; judge
1819;;;NIL;Send Appeal to Prefecture;;;complete;2001-12-14 00:00:00+01:00;;;V8192;;;;;; appeal; send;, complete;;, nan; prefecture
1820;262.4;;;Add penalty;;;complete;2002-02-10 00:00:00+01:00;;;V8192;;;;;; penalty; add;, complete;;, nan;
1821;;;;Payment;;27.58;complete;2003-11-27 00:00:00+01:00;;;V8192;;;;27.58;;; payment;, complete;;, nan;
1822;;;;Payment;;55.16;complete;2004-01-13 00:00:00+01:00;;;V8192;;;;27.58;;; payment;, complete;;, nan;
1823;;;;Payment;;82.74;complete;2004-03-05 00:00:00+01:00;;;V8192;;;;27.58;;; payment;, complete;;, nan;
1824;;;;Payment;;110.32;complete;2004-05-13 00:00:00+02:00;;;V8192;;;;27.58;;; payment;, complete;;, nan;
1825;;;;Payment;;137.91;complete;2004-07-20 00:00:00+02:00;;;V8192;;;;27.59;;; payment;, complete;;, nan;
1826;131.2;29;NIL;Create Fine;A;0.0;complete;2001-10-10 00:00:00+02:00;142.0;0.0;V8350;;;;;; fine; create;, complete;;, 29;
1827;;;;Send Fine;;;complete;2001-11-16 00:00:00+01:00;;;V8350;6.71;;;;; fine; send;, complete;;, nan;
1828;;;;Insert Fine Notification;;;complete;2001-12-22 00:00:00+01:00;;;V8350;;P;N;;; fine notification; insert;, complete;;, nan;
1829;;;;Insert Date Appeal to Prefecture;;;complete;2001-12-23 00:00:00+01:00;;;V8350;;;;;; date appeal; insert;, complete;;, nan; prefecture
1830;;;NIL;Send Appeal to Prefecture;;;complete;2001-12-24 00:00:00+01:00;;;V8350;;;;;; appeal; send;, complete;;, nan; prefecture
1831;262.4;;;Add penalty;;;complete;2002-02-20 00:00:00+01:00;;;V8350;;;;;; penalty; add;, complete;;, nan;
1832;;;;Payment;;143.07;complete;2002-06-05 00:00:00+02:00;;;V8350;;;;143.07;;; payment;, complete;;, nan;
1833;;;;Receive Result Appeal from Prefecture;;;complete;2002-08-26 00:00:00+02:00;;;V8350;;;;;; result appeal; receive;, complete; prefecture;, nan;
1834;;;;Notify Result Appeal to Offender;;;complete;2002-08-30 00:00:00+02:00;;;V8350;;;;;; result appeal; notify;, complete;;, nan; offender
1835;;;;Payment;;269.1;complete;2002-11-30 00:00:00+01:00;;;V8350;;;;126.03;;; payment;, complete;;, nan;
1836;131.2;28;NIL;Create Fine;A;0.0;complete;2001-10-08 00:00:00+02:00;142.0;0.0;V8443;;;;;; fine; create;, complete;;, 28;
1837;;;;Send Fine;;;complete;2001-11-24 00:00:00+01:00;;;V8443;6.71;;;;; fine; send;, complete;;, nan;
1838;;;NIL;Send Appeal to Prefecture;;;complete;2001-12-21 00:00:00+01:00;;;V8443;;;;;; appeal; send;, complete;;, nan; prefecture
1839;;;;Insert Fine Notification;;;complete;2001-12-24 00:00:00+01:00;;;V8443;;P;N;;; fine notification; insert;, complete;;, nan;
1840;;;;Insert Date Appeal to Prefecture;;;complete;2001-12-27 00:00:00+01:00;;;V8443;;;;;; date appeal; insert;, complete;;, nan; prefecture
1841;262.4;;;Add penalty;;;complete;2002-02-22 00:00:00+01:00;;;V8443;;;;;; penalty; add;, complete;;, nan;
1842;;;;Payment;;137.91;complete;2002-06-01 00:00:00+02:00;;;V8443;;;;137.91;;; payment;, complete;;, nan;
1843;131.2;11;NIL;Create Fine;A;0.0;complete;2001-11-17 00:00:00+01:00;142.0;0.0;V8629;;;;;; fine; create;, complete;;, 11;
1844;;;;Send Fine;;;complete;2001-11-24 00:00:00+01:00;;;V8629;6.71;;;;; fine; send;, complete;;, nan;
1845;;;;Insert Fine Notification;;;complete;2001-12-27 00:00:00+01:00;;;V8629;;P;N;;; fine notification; insert;, complete;;, nan;
1846;;;;Insert Date Appeal to Prefecture;;;complete;2002-01-23 00:00:00+01:00;;;V8629;;;;;; date appeal; insert;, complete;;, nan; prefecture
1847;262.4;;;Add penalty;;;complete;2002-02-25 00:00:00+01:00;;;V8629;;;;;; penalty; add;, complete;;, nan;
1848;;;;Payment;;34.48;complete;2002-08-08 00:00:00+02:00;;;V8629;;;;34.48;;; payment;, complete;;, nan;
1849;;;;Payment;;68.96;complete;2002-09-09 00:00:00+02:00;;;V8629;;;;34.48;;; payment;, complete;;, nan;
1850;;;;Payment;;137.92;complete;2002-10-09 00:00:00+02:00;;;V8629;;;;34.48;;; payment;, complete;;, nan;
1851;131.2;28;NIL;Create Fine;A;0.0;complete;2001-12-01 00:00:00+01:00;142.0;0.0;V8700;;;;;; fine; create;, complete;;, 28;
1852;;;;Send Fine;;;complete;2001-12-24 00:00:00+01:00;;;V8700;20.14;;;;; fine; send;, complete;;, nan;
1853;;;;Insert Fine Notification;;;complete;2002-01-05 00:00:00+01:00;;;V8700;;P;N;;; fine notification; insert;, complete;;, nan;
1854;;;;Insert Date Appeal to Prefecture;;;complete;2002-01-29 00:00:00+01:00;;;V8700;;;;;; date appeal; insert;, complete;;, nan; prefecture
1855;;;NIL;Send Appeal to Prefecture;;;complete;2002-02-04 00:00:00+01:00;;;V8700;;;;;; appeal; send;, complete;;, nan; prefecture
1856;262.4;;;Add penalty;;;complete;2002-03-06 00:00:00+01:00;;;V8700;;;;;; penalty; add;, complete;;, nan;
1857;;;;Receive Result Appeal from Prefecture;;;complete;2002-04-30 00:00:00+02:00;;;V8700;;;;;; result appeal; receive;, complete; prefecture;, nan;
1858;;;;Notify Result Appeal to Offender;;;complete;2002-09-07 00:00:00+02:00;;;V8700;;;;;; result appeal; notify;, complete;;, nan; offender
1859;;;;Payment;;55.16;complete;2003-08-26 00:00:00+02:00;;;V8700;;;;27.58;;; payment;, complete;;, nan;
1860;;;;Send for Credit Collection;;;complete;2004-01-10 00:00:00+01:00;;;V8700;;;;;; for credit collection; send;, complete;;, nan;
1861;131.0;28;NIL;Create Fine;A;0.0;complete;2002-03-26 00:00:00+01:00;142.0;0.0;V8809;;;;;; fine; create;, complete;;, 28;
1862;;;;Send Fine;;;complete;2002-06-10 00:00:00+02:00;;;V8809;10.0;;;;; fine; send;, complete;;, nan;
1863;;;;Insert Date Appeal to Prefecture;;;complete;2002-06-18 00:00:00+02:00;;;V8809;;;;;; date appeal; insert;, complete;;, nan; prefecture
1864;;;;Insert Fine Notification;;;complete;2002-06-19 00:00:00+02:00;;;V8809;;P;N;;; fine notification; insert;, complete;;, nan;
1865;;;NIL;Send Appeal to Prefecture;;;complete;2002-06-19 00:00:00+02:00;;;V8809;;;;;; appeal; send;, complete;;, nan; prefecture
1866;262.0;;;Add penalty;;;complete;2002-08-18 00:00:00+02:00;;;V8809;;;;;; penalty; add;, complete;;, nan;
1867;;;;Payment;;147.55;complete;2003-06-18 00:00:00+02:00;;;V8809;;;;147.55;;; payment;, complete;;, nan;
1868;131.0;28;NIL;Create Fine;A;0.0;complete;2002-07-31 00:00:00+02:00;142.0;0.0;V9576;;;;;; fine; create;, complete;;, 28;
1869;;;;Send Fine;;;complete;2002-10-25 00:00:00+02:00;;;V9576;15.16;;;;; fine; send;, complete;;, nan;
1870;;;;Insert Fine Notification;;;complete;2002-11-04 00:00:00+01:00;;;V9576;;P;N;;; fine notification; insert;, complete;;, nan;
